tweet_id,predicted_sentiment,airline_sentiment
569380416219709440,negative,negative
569380122194636800,negative,negative
569379756673597444,negative,negative
569379726562869248,negative,negative
569379367077355520,negative,negative
569378568628674561,negative,negative
569376145000390656,negative,negative
569374127187820545,negative,negative
569374011131453441,negative,negative
569373743698591744,neutral,neutral
569370900568502272,negative,negative
569370010751094784,negative,negative
569369416963633152,positive,positive
569369331173363712,negative,negative
569369243965362176,negative,negative
569368621077692417,negative,negative
569368523178270721,negative,negative
569368286128771072,negative,negative
569368056855552001,neutral,neutral
569367983065137152,negative,negative
569367755670966272,neutral,neutral
569367682811715585,negative,negative
569366968446246912,negative,negative
569366889719304192,negative,negative
569366337929105408,neutral,neutral
569366184904122369,negative,negative
569366138963959808,negative,negative
569365692618661888,negative,negative
569365278963798017,negative,negative
569364927191719937,negative,negative
569364890307190784,neutral,neutral
569364374755930112,negative,negative
569363796113764352,negative,negative
569363354428567552,negative,negative
569363221791928320,neutral,neutral
569363188120207360,negative,negative
569363173817643009,negative,negative
569361701495304192,neutral,neutral
569359780491476992,negative,negative
569359055937908736,neutral,neutral
569357781402308608,negative,negative
569357497871437824,negative,negative
569357196141719552,positive,positive
569353669738688512,negative,negative
569352559598682112,negative,negative
569351147930169344,negative,negative
569350924633812992,negative,negative
569349932131487746,negative,negative
569349274049368064,neutral,neutral
569347118034501632,negative,positive
569346431833673732,neutral,neutral
569346420139905024,negative,negative
569345701487906818,negative,negative
569344598482546690,negative,negative
569343661063823360,neutral,neutral
569343186046332928,neutral,negative
569342888615620609,negative,negative
569342670184648704,neutral,neutral
569342220534288384,negative,negative
569341769114128386,negative,negative
569340749466226688,negative,negative
569340645023698944,negative,negative
569340200934969344,neutral,neutral
569340120790233089,negative,negative
569339467615506435,negative,negative
569339181136113664,neutral,neutral
569339072805797888,negative,negative
569338724787593216,negative,negative
569338441172983809,negative,negative
569338341306572800,neutral,neutral
569338032572116992,neutral,neutral
569337969233887232,negative,negative
569337916872220673,neutral,negative
569337916125798401,negative,negative
569337830184345601,negative,negative
569337170210607105,neutral,neutral
569336402401472512,negative,negative
569336252597731329,negative,negative
569336095411965952,negative,negative
569335779371003904,positive,positive
569335521752715264,negative,negative
569334462292434944,neutral,neutral
569333972452265985,neutral,negative
569332961813753856,negative,negative
569332086345220096,negative,negative
569332072185249792,negative,negative
569331162897739776,negative,negative
569331021163814912,negative,negative
569330919020093442,negative,neutral
569330683623186433,negative,negative
569330646901895169,negative,negative
569330115114627073,negative,negative
569330006985347072,negative,negative
569329401122426880,negative,negative
569329378061979648,negative,negative
569328755409326080,negative,negative
569328128310403073,negative,negative
569328072027189248,negative,negative
569327949553520640,negative,negative
569327646917537793,negative,negative
569326940252991488,negative,negative
569326818697871360,negative,negative
569325988921810945,negative,negative
569325844906115072,negative,negative
569325061892481024,negative,negative
569324295635247104,negative,neutral
569323727818657792,negative,negative
569323015550296064,negative,negative
569322657822285824,negative,negative
569322456776892417,negative,negative
569322372995551232,neutral,neutral
569321739093614592,negative,negative
569321654842564609,negative,negative
569320594400874497,negative,negative
569319928815202304,negative,negative
569319239900725248,negative,negative
569319188528963584,neutral,negative
569319046790819840,positive,positive
569318947729887232,negative,negative
569318589817364481,negative,negative
569318505755103232,negative,negative
569318432648273920,negative,negative
569317718886903809,negative,neutral
569316673942990848,negative,negative
569316547673526272,positive,positive
569316508352045056,negative,negative
569316417226600448,negative,negative
569316018230677504,negative,negative
569315878828949504,positive,positive
569315664156069888,negative,negative
569314329276715010,negative,negative
569313492894752768,negative,negative
569312077954854913,negative,negative
569310731486699520,negative,negative
569310717393944577,negative,negative
569310253315174400,neutral,neutral
569310249859080192,negative,negative
569310115377102850,negative,negative
569309623825670145,neutral,neutral
569309296023998464,negative,negative
569308775435390976,negative,negative
569308255966666753,neutral,neutral
569308224551309313,negative,negative
569308168364425216,negative,neutral
569307607007150080,negative,negative
569307466896424961,negative,negative
569307047285690369,negative,negative
569306599577112577,positive,positive
569306302964506624,neutral,neutral
569305546819571712,neutral,neutral
569304100048912384,negative,negative
569303395460259840,negative,negative
569302758018420736,negative,negative
569302599591022592,neutral,neutral
569302568020549632,neutral,neutral
569302490421833729,negative,negative
569302005111508992,negative,negative
569301951478935553,neutral,neutral
569301745219850241,negative,negative
569300959911768064,negative,negative
569300431412850688,neutral,neutral
569300135328530432,neutral,neutral
569299492127842304,negative,negative
569299401643917313,negative,negative
569298744337788928,negative,negative
569298712247312384,neutral,neutral
569298251418959872,negative,negative
569298147144556544,negative,negative
569297162795937792,neutral,neutral
569296784922578944,negative,negative
569296585697464320,negative,negative
569296356143050754,negative,negative
569296055478722560,negative,negative
569295556729823232,negative,negative
569294326259253248,negative,negative
569293965448458240,negative,negative
569293296872222720,negative,negative
569293295655866369,negative,negative
569292823805042688,positive,positive
569291447377137664,neutral,neutral
569289995749494784,negative,negative
569289573395800064,negative,negative
569287656607100929,negative,negative
569287433008754688,positive,positive
569287399131389953,neutral,neutral
569287318898495490,negative,negative
569286569548320769,negative,negative
569285045401178113,negative,negative
569283956484415490,negative,negative
569283845985427457,negative,negative
569283511192051712,negative,negative
569282692014977025,neutral,neutral
569282312203997185,positive,positive
569281144186908672,negative,negative
569281033365037056,negative,negative
569280669593038848,negative,negative
569280157678071808,negative,negative
569279586921353216,negative,negative
569278858123300864,positive,positive
569278347441799169,negative,negative
569278020441284608,neutral,negative
569277733416513536,positive,positive
569276854458310658,positive,positive
569276415927037952,negative,negative
569276207696453632,positive,positive
569275566077165568,neutral,neutral
569275476642013186,negative,negative
569275466936397825,negative,negative
569275430311751682,negative,negative
569275000232013825,negative,negative
569274801388425217,negative,negative
569274618428526592,neutral,neutral
569274001173979137,negative,negative
569273451564785664,negative,negative
569273298325864448,neutral,neutral
569273251186286593,neutral,neutral
569272738826694656,negative,negative
569272664344428545,negative,negative
569272359334453249,negative,negative
569271943188209667,negative,negative
569271561481531392,neutral,neutral
569270012894060545,negative,negative
569269140386488320,positive,positive
569267323330129920,negative,negative
569264951401054208,negative,negative
569264912695840768,negative,negative
569264736455536641,negative,negative
569262680965402624,negative,negative
569262631258705920,neutral,neutral
569261989735718914,negative,negative
569261791928315905,negative,negative
569261737037455361,negative,negative
569261495449595905,negative,negative
569261077877248000,neutral,neutral
569261063406882816,negative,negative
569260922365063169,neutral,neutral
569260366221348864,negative,negative
569259694906220544,negative,negative
569259688887492608,negative,negative
569259575800569857,negative,negative
569259442547470336,negative,negative
569259272556535808,negative,negative
569259186711764992,negative,negative
569259152746221568,negative,negative
569259056956727296,negative,negative
569258900228190208,negative,negative
569258454633701376,positive,positive
569258100324048900,negative,negative
569258013950808064,positive,positive
569257932908470273,negative,negative
569257818789978113,positive,positive
569257540023951360,negative,negative
569257033972604929,negative,negative
569256471046823937,negative,negative
569256434736746496,negative,negative
569256307045179392,negative,negative
569256055781240832,negative,negative
569253414971899905,negative,negative
569253382898126850,negative,negative
569253285015752704,positive,neutral
569253190551498752,negative,negative
569252801802592256,positive,positive
569252759087685632,negative,negative
569252732940320768,negative,negative
569251080598478848,positive,positive
569250623427780608,negative,positive
569250015752749057,positive,positive
569249933271965696,negative,negative
569249783216537601,negative,negative
569249769421295616,negative,negative
569249493264289793,positive,positive
569249416462409729,negative,negative
569249223897526272,negative,negative
569248898071580672,negative,negative
569248843532886016,positive,positive
569248000456970240,negative,negative
569247579692781569,neutral,neutral
569247182337019904,positive,positive
569247029446119424,negative,negative
569246786440830977,negative,negative
569245240336330752,negative,negative
569244295921692672,negative,negative
569244202225307648,neutral,neutral
569244201021362176,negative,negative
569243889011281920,negative,negative
569243676594941953,negative,negative
569243519652470784,negative,negative
569243270745866240,negative,negative
569242387878428672,negative,negative
569242111100514305,neutral,neutral
569242047917502464,positive,positive
569242037968445441,negative,negative
569241682283081728,negative,negative
569240866684071936,positive,positive
569239939776274433,neutral,neutral
569239293429833728,negative,negative
569238938042421249,negative,negative
569238148032671744,negative,neutral
569237947033255936,negative,negative
569237356622024704,negative,negative
569236834783342593,negative,negative
569236060615667713,neutral,neutral
569235954789015552,negative,negative
569235062862036992,neutral,neutral
569234592420331520,positive,positive
569233531483918337,negative,negative
569233434423353344,neutral,neutral
569233335915925505,negative,negative
569233194723078144,negative,negative
569232650965102592,negative,negative
569232560330555393,negative,negative
569232480181489665,positive,positive
569232221397065728,negative,negative
569231984334995456,negative,negative
569231858485080066,negative,negative
569231763173560320,positive,positive
569229796401684480,negative,neutral
569228892638019585,negative,negative
569228707203837952,negative,negative
569228668918222849,positive,positive
569227372223811584,positive,positive
569227342675116033,neutral,neutral
569226313220947969,negative,negative
569226228152053760,negative,negative
569225585181880320,negative,negative
569225573773369344,negative,negative
569224849144418304,negative,negative
569224824066842624,negative,negative
569222424236916736,neutral,neutral
569221589822083072,negative,negative
569221517298368512,neutral,neutral
569221210019487745,positive,positive
569219928957394944,negative,negative
569219701001179138,negative,negative
569218838190907393,positive,positive
569217440250331136,negative,negative
569217317315354624,negative,negative
569217285593788416,neutral,neutral
569216245574311936,neutral,neutral
569216055018704896,neutral,neutral
569215779830280192,negative,negative
569215742224281600,neutral,neutral
569215344948199424,negative,negative
569213892980641792,negative,negative
569213883371683840,positive,positive
569213503954915329,negative,negative
569213441694568448,negative,neutral
569213197485514752,negative,negative
569212860665978880,negative,negative
569212318283771904,negative,negative
569211645710495745,negative,negative
569211244693098496,negative,negative
569209958627016706,negative,negative
569209543533699072,negative,negative
569209352730513409,neutral,neutral
569209084144005120,negative,negative
569208751972065280,negative,negative
569208067243401217,neutral,neutral
569207193377107968,negative,negative
569206925046493184,negative,negative
569205367575441408,negative,negative
569204255191490560,negative,negative
569204188334264320,negative,negative
569203010410119168,neutral,negative
569202773704646658,negative,negative
569202656486432768,negative,negative
569201516881448960,negative,negative
569201109400555520,negative,negative
569199524629110784,negative,negative
569199095505690624,positive,positive
569197921150902272,negative,negative
569197579956842496,negative,negative
569196241252282368,negative,negative
569195472650268672,negative,negative
569194996143755264,negative,negative
569194348375613441,negative,negative
569193887706812416,neutral,neutral
569192902922006528,negative,negative
569192549170032640,negative,negative
569191838579429377,negative,negative
569191687794270209,neutral,neutral
569189285334618112,positive,positive
569188967180058625,negative,negative
569188938012880896,negative,negative
569188792541818880,negative,negative
569187853412012032,negative,negative
569186762947493888,negative,negative
569186566247051265,negative,negative
569185842876571648,negative,negative
569185594095509504,negative,negative
569184999900995585,negative,negative
569184788784918528,negative,negative
569183712606179329,negative,negative
569183387816038401,neutral,neutral
569182643155300352,neutral,neutral
569181132685574144,negative,negative
569179849518161920,positive,positive
569179721549914112,neutral,neutral
569178715051188226,positive,positive
569177940027674624,neutral,neutral
569177080014901248,neutral,neutral
569175138349887488,positive,positive
569172396680175616,negative,negative
569172176214962176,negative,negative
569172065724428288,negative,negative
569170903948500992,negative,negative
569170897606709250,negative,negative
569170541250129920,neutral,neutral
569169897906941952,negative,negative
569169887689641984,negative,negative
569168955786600448,negative,negative
569168884798005248,negative,negative
569168028014743552,negative,negative
569167347996495872,negative,negative
569165652876881920,negative,negative
569164871465439232,negative,neutral
569164614921019392,negative,negative
569164042679377921,neutral,neutral
569163885393154048,negative,negative
569163371746095104,negative,negative
569162600237236224,negative,negative
569161748286083073,negative,negative
569159619710361600,positive,positive
569159333499576320,neutral,neutral
569156387789361153,negative,negative
569155039983497216,negative,negative
569154879484235776,negative,negative
569153669867945984,negative,negative
569153491983327232,negative,negative
569152740414218240,negative,negative
569150031216779266,negative,negative
569149666027294720,neutral,neutral
569149498183659520,negative,negative
569147852217135104,negative,negative
569144929093615616,neutral,neutral
569144072843063296,negative,negative
569144056305074176,positive,positive
569143454434926592,negative,negative
569143406724837376,negative,negative
569140808227672064,negative,negative
569140362025050112,negative,negative
569139586124910593,negative,negative
569139480101314560,negative,negative
569134299024367616,negative,negative
569134266052816897,negative,negative
569130479690981376,negative,negative
569129269139537920,negative,negative
569128289178152960,negative,negative
569125947200413696,neutral,negative
569125711556042752,negative,negative
569125558568783872,positive,positive
569125033509048320,negative,negative
569121422817112065,negative,negative
569120847115501568,neutral,neutral
569119503516246016,negative,negative
569117696610185217,negative,negative
569116934379323392,negative,negative
569116399039344640,negative,negative
569115097198690305,negative,negative
569114239996076032,negative,negative
569106746486222849,positive,positive
569105159764242433,negative,negative
569102054922129409,negative,negative
569101653573570560,negative,positive
569098396914421763,negative,negative
569097525690568704,neutral,neutral
569096764835414016,neutral,neutral
569094744615157760,negative,negative
569093984640995328,positive,positive
569089890173874176,negative,negative
569088814184079361,positive,positive
569088496117415937,positive,positive
569087906851135488,neutral,neutral
569086687336222720,negative,negative
569085424498446337,negative,negative
569083899478994944,positive,positive
569079375296999424,negative,negative
569078346660900864,negative,negative
569078332278513665,negative,negative
569077766022246400,negative,negative
569077393886810112,negative,negative
569076717689524224,negative,negative
569075488926371841,neutral,neutral
569075352888176640,negative,negative
569059097632337920,positive,positive
569058014650433536,negative,negative
569056573731020800,negative,negative
569055189988024320,negative,neutral
569049391337578496,negative,negative
569036254253346818,positive,positive
569035887956271104,negative,negative
569035174328934401,negative,negative
569034721683861505,negative,negative
569034282485698560,negative,negative
569033988855037952,negative,negative
569032643548811264,positive,positive
569030219438239744,negative,negative
569027718626480128,positive,positive
569026124484706304,negative,negative
569025401906794496,positive,positive
569025196230877184,neutral,positive
569024126641311744,negative,negative
569023489492955136,positive,positive
569021768788090881,negative,negative
569020829033492480,negative,negative
569017927803932672,neutral,neutral
569017631602139137,negative,negative
569017218316369921,neutral,neutral
569015669347319808,negative,negative
569014098811351040,negative,negative
569012722169466880,positive,positive
569012492598251520,negative,negative
569011846432366592,negative,negative
569011727532032001,negative,negative
569011185439285248,negative,negative
569011048843313153,negative,negative
569010309085536257,negative,negative
569009316490911745,negative,negative
569008708174262272,negative,negative
569008601009762305,negative,negative
569007629868998656,negative,negative
569007580925677568,positive,positive
569007103542587392,neutral,neutral
569006044782800896,negative,negative
569005870463344640,negative,negative
569005718365298689,negative,negative
569004759069421568,negative,negative
569003577613512704,negative,negative
569002384258502656,neutral,neutral
568999888043638785,negative,negative
568998609590419456,negative,neutral
568995447768899584,positive,positive
568995256525398016,negative,negative
568995205271015425,neutral,neutral
568990399814987777,negative,negative
568989687353729024,positive,positive
568989506784722945,positive,positive
568989460618203136,negative,negative
568988757954678784,negative,negative
568988032067616768,neutral,neutral
568987808792223744,negative,negative
568987648691449857,positive,positive
568987303302950913,negative,negative
568986895268519936,negative,negative
568986700984283136,positive,positive
568986491608834048,neutral,neutral
568985883589906432,negative,negative
568985010742693888,neutral,neutral
568984515298922496,negative,negative
568984098909237248,negative,negative
568983569563033600,positive,positive
568983296018751491,negative,negative
568982915956277249,positive,positive
568982505551851520,negative,negative
568982253553844225,negative,negative
568979198007595008,negative,negative
568977696786673664,negative,negative
568976619089620992,negative,negative
568976326666768384,negative,negative
568976065210806272,negative,negative
568975398236659712,negative,negative
568973797262372866,negative,negative
568973634087165953,negative,negative
568972990039265280,neutral,neutral
568972562819997696,positive,positive
568972438693916672,neutral,neutral
568972136322375680,positive,positive
568971802015170560,negative,negative
568970614238617600,negative,negative
568969371118391296,negative,negative
568968761954443264,negative,negative
568968480717983744,negative,negative
568968312274718721,negative,negative
568967744076410880,neutral,neutral
568967598794149889,neutral,neutral
568967381860503552,neutral,neutral
568967313598386176,negative,negative
568966873880137728,neutral,neutral
568965937875066880,negative,negative
568965883730776065,negative,negative
568965870178816000,negative,negative
568965585620459520,negative,negative
568965165783388160,negative,negative
568964974611193858,negative,negative
568964534083268608,positive,positive
568964028669800448,positive,positive
568963398781808640,negative,negative
568963218703564800,negative,negative
568963006547111936,negative,neutral
568962811772030976,negative,negative
568962609375895552,positive,positive
568962582934978562,negative,negative
568962468766212097,negative,negative
568961737715789824,negative,negative
568961016782036992,negative,negative
568960570486976513,negative,negative
568959737544339456,negative,negative
568958380032860160,positive,positive
568958227888500736,negative,negative
568958107205783554,negative,negative
568957558444175360,negative,negative
568957349534289920,neutral,neutral
568957001658724353,neutral,neutral
568955862124863488,positive,positive
568955339607019521,negative,negative
568955124300820480,positive,positive
568955060165554176,negative,negative
568954593591369728,negative,negative
568954266628575232,negative,negative
568954048038055936,negative,negative
568954046700064768,negative,negative
568953367646625792,positive,positive
568952850908213248,negative,negative
568951922734055424,negative,negative
568951819969232896,neutral,neutral
568951601777512448,positive,negative
568951462413209601,negative,negative
568951377231114240,neutral,neutral
568950980471103489,negative,negative
568950850615316480,positive,positive
568950706008231936,negative,negative
568950548411461632,negative,negative
568949970080018433,negative,negative
568949545972961280,negative,negative
568948971923742720,positive,negative
568948323916255233,negative,negative
568948016662474752,negative,neutral
568948008160661504,negative,negative
568947922731028480,negative,negative
568947542899052544,positive,positive
568947313676148737,negative,negative
568946825798905856,positive,positive
568946758404808704,positive,positive
568944096687075329,negative,negative
568942578026086401,negative,negative
568941851228528642,negative,positive
568940548301549568,negative,negative
568938647795314688,negative,negative
568935475815292928,negative,negative
568934749571387392,negative,negative
568934521506107392,negative,negative
568933083472220160,positive,positive
568932735181578240,negative,negative
568932482323623937,negative,negative
568931996891807744,neutral,neutral
568931924166574080,negative,negative
568931759150084096,negative,negative
568931637699829761,negative,negative
568931356287365120,negative,negative
568931215149039617,negative,negative
568930692551221248,negative,negative
568929299350179840,negative,negative
568928251554299906,negative,negative
568928163058724865,negative,negative
568927730160549888,neutral,neutral
568927727627202560,negative,negative
568927631103696896,negative,negative
568927281747505152,negative,negative
568926552836182016,negative,negative
568926321369153536,neutral,neutral
568925709189705728,negative,negative
568925583939375104,negative,negative
568924206152306688,negative,negative
568923233866555392,positive,positive
568922616800657411,positive,positive
568922057552977920,negative,negative
568921968818270208,negative,negative
568921625715814401,positive,positive
568921407813521409,negative,negative
568921163901984768,negative,negative
568920314073260032,negative,negative
568919686978641920,negative,negative
568919230671794176,neutral,neutral
568918820632403969,negative,negative
568918759664021504,negative,negative
568917936783491073,negative,negative
568917792172351488,positive,positive
568917786921009153,negative,negative
568917611565592577,negative,negative
568917429033652226,negative,negative
568917261869674497,negative,negative
568916446710857728,positive,positive
568916345506566145,neutral,neutral
568916213130096640,neutral,neutral
568915741551886336,negative,negative
568913508936458240,negative,negative
568911315026063361,negative,negative
568910880416464897,positive,positive
568910220644237312,negative,negative
568909613770211329,negative,negative
568908748732760064,positive,positive
568908474601639936,negative,negative
568905448897654784,negative,negative
568905087608881152,negative,negative
568904684561408000,neutral,neutral
568903773491306496,negative,neutral
568903479722246144,negative,negative
568903193930764288,negative,negative
568903082765000704,neutral,neutral
568902492118888448,negative,positive
568902405909143552,negative,negative
568902044561465344,negative,negative
568901828055707648,negative,neutral
568901675903119360,negative,negative
568900980080709632,negative,negative
568900770860392448,negative,negative
568900079962075137,negative,negative
568899587424931840,negative,negative
568899516872568832,positive,positive
568899252149035008,negative,negative
568898792755470336,negative,negative
568898784861814785,negative,negative
568897992712802304,negative,negative
568897757991186432,negative,negative
568895856750899202,neutral,neutral
568895842293309440,negative,negative
568895188338380801,negative,negative
568894996683870208,neutral,neutral
568894575596580864,positive,positive
568894256070287360,neutral,neutral
568894073345437697,negative,negative
568893623099654144,negative,negative
568893275907575808,neutral,neutral
568893072001646592,neutral,neutral
568892505829347329,negative,negative
568890960358166528,negative,negative
568890017365561344,neutral,neutral
568889252185903104,positive,positive
568887455044259842,negative,negative
568887240685785089,neutral,neutral
568885959225446400,negative,negative
568885581297651713,neutral,neutral
568885556718907392,neutral,neutral
568885498464374785,negative,negative
568885117373927425,negative,negative
568884491294351360,negative,negative
568884473040752641,negative,negative
568884344221081600,negative,negative
568884211739971584,positive,positive
568883744246878208,negative,negative
568883664219537408,neutral,neutral
568883475534745600,neutral,neutral
568883108377808896,neutral,neutral
568882789082222592,negative,negative
568882601261273089,negative,negative
568882449922416641,negative,negative
568882079091400705,negative,negative
568881812174299137,negative,negative
568881593395208192,neutral,neutral
568881580015366145,negative,negative
568881357583097857,negative,negative
568880036234682370,negative,negative
568878265814949889,neutral,neutral
568878121958694912,negative,negative
568877993453420544,negative,negative
568877085479071744,neutral,neutral
568875530671554561,neutral,neutral
568874741249007616,negative,negative
568874496507174912,negative,negative
568873730182504448,positive,positive
568873474392854530,neutral,neutral
568873031428415489,negative,negative
568872291427160065,neutral,neutral
568872120471687168,positive,positive
568871357007704064,negative,negative
568871340498821120,negative,neutral
568871143022731265,negative,negative
568870394708545536,positive,positive
568868944557133825,negative,negative
568868515857321985,negative,negative
568868305697525761,positive,positive
568865640569806848,negative,negative
568864796717805568,neutral,neutral
568862914154770432,negative,negative
568862907850743808,negative,negative
568860978231709697,negative,negative
568860389640962048,positive,positive
568860308980117504,negative,negative
568859726315827200,positive,positive
568859503472422912,positive,negative
568859157253611520,negative,negative
568858368829313024,negative,negative
568858361011154944,negative,negative
568857956470517760,negative,negative
568857374934601728,neutral,negative
568855505747095552,positive,positive
568855468975759360,negative,negative
568855465842466817,negative,neutral
568855251123449856,negative,neutral
568855071322198016,negative,negative
568854401802051584,negative,negative
568854214136479744,negative,negative
568854082536001536,negative,negative
568853249551409153,positive,positive
568853244476309504,neutral,neutral
568851544537481216,negative,negative
568851512509800448,negative,negative
568851396923146240,negative,negative
568850852909342720,negative,negative
568850826552320000,negative,negative
568850600261226496,negative,negative
568849007641911296,negative,negative
568848928466198530,positive,positive
568848699960332288,negative,negative
568848259008962560,negative,negative
568847735530643457,neutral,neutral
568847616404004864,neutral,neutral
568847199460835328,negative,negative
568846499431337984,neutral,neutral
568845724110213120,positive,positive
568845539405656064,positive,positive
568844772191940608,negative,negative
568844097374560256,positive,positive
568844078730727424,neutral,negative
568842531531681792,neutral,neutral
568842357069770752,positive,positive
568841631585021952,negative,negative
568841528455659520,neutral,neutral
568840701850419200,negative,negative
568837615220166657,positive,positive
568837168350699520,neutral,neutral
568836728716333056,negative,negative
568836642825375744,negative,negative
568835810532794368,negative,negative
568835255722860544,positive,positive
568835134603931649,neutral,neutral
568834890046832640,neutral,neutral
568834851517771776,negative,negative
568834824410148864,positive,positive
568834799592448000,neutral,neutral
568833209288372224,negative,negative
568832931382366209,negative,negative
568832749093687296,positive,positive
568832682269888512,positive,positive
568832576468746240,positive,positive
568832394196684800,positive,positive
568832151119990784,negative,negative
568831929102913536,negative,negative
568831798857195520,neutral,neutral
568831574474661888,negative,negative
568830996365193216,neutral,neutral
568830888089423872,negative,negative
568830757730422784,neutral,negative
568830614289252352,neutral,neutral
568829906584346624,negative,negative
568828543423123456,negative,negative
568828240502128640,negative,negative
568828240204333056,negative,negative
568828064152424448,negative,negative
568827741832916994,negative,negative
568827677001428992,negative,negative
568826499597524992,negative,negative
568826225621405696,negative,negative
568826215089475584,negative,negative
568825791644966912,negative,negative
568825730718666754,neutral,neutral
568825463918833664,negative,negative
568824987244584961,negative,negative
568823775745028096,negative,negative
568822919633240064,negative,negative
568822440631144448,positive,positive
568821307766222848,negative,negative
568821261767303168,negative,negative
568820700489781248,negative,negative
568819406207356928,negative,negative
568819285990215680,negative,negative
568819025733652481,positive,positive
568818998445522944,neutral,neutral
568818346042339328,neutral,neutral
568818335200223232,positive,positive
568817985147654144,negative,negative
568817894030741504,positive,positive
568817637754593280,negative,negative
568817350864023552,negative,negative
568815893641211905,negative,negative
568815686446788608,neutral,neutral
568815660815519744,negative,negative
568815514702770176,neutral,neutral
568815354388078593,negative,negative
568815310016548865,negative,negative
568815280903864321,negative,negative
568815263900180480,positive,positive
568814123540221952,negative,negative
568813570709782529,neutral,neutral
568813431962226688,negative,negative
568813356296982528,negative,negative
568813269906890753,negative,negative
568812829324775428,negative,negative
568812129308053504,negative,negative
568811854216105984,neutral,neutral
568810874204327936,negative,negative
568810866830913536,negative,neutral
568810700828741633,negative,negative
568810539939459072,positive,positive
568810516740644864,neutral,neutral
568810180269494272,negative,negative
568809620019527680,negative,negative
568809617087696897,negative,negative
568809558786899968,positive,positive
568808975828955136,negative,negative
568808470536962048,negative,negative
568807928154558464,negative,negative
568807894264578048,negative,negative
568807747661266945,negative,negative
568807231396802560,neutral,neutral
568806237804109825,neutral,negative
568806138973540352,negative,negative
568806118660673536,negative,negative
568806035294695424,positive,positive
568805751386288128,negative,negative
568805571647942656,negative,negative
568805448696115200,negative,negative
568805444761681921,positive,negative
568804253151731712,negative,negative
568804026789138433,positive,positive
568803679018491904,negative,negative
568803598638796800,positive,positive
568803260569690112,neutral,neutral
568803231335387137,positive,positive
